id,building_reference_number,price,inspection_date,date_of_transfer,address,property_type,new_build,local_authority_label,constituency_label,posttown,construction_age_band,postcode,current_energy_rating,potential_energy_rating,current_energy_efficiency,potential_energy_efficiency,built_form,transaction_type,environment_impact_current,environment_impact_potential,energy_consumption_current,energy_consumption_potential,co2_emissions_current,co2_emiss_curr_per_floor_area,co2_emissions_potential,lighting_cost_current,lighting_cost_potential,heating_cost_current,heating_cost_potential,hot_water_cost_current,hot_water_cost_potential,total_floor_area,energy_tariff,mains_gas_flag,glazed_type,glazed_area,extension_count,number_habitable_rooms,number_heated_rooms,low_energy_lighting,number_open_fireplaces,hotwater_description,hot_water_energy_eff,hot_water_env_eff,floor_description,windows_description,windows_energy_eff,windows_env_eff,walls_description,walls_energy_eff,walls_env_eff,roof_description,roof_energy_eff,roof_env_eff,mainheat_description,mainheat_energy_eff,mainheat_env_eff,mainheatcont_description,mainheatc_energy_eff,mainheatc_env_eff,lighting_description,lighting_energy_eff,lighting_env_eff,main_fuel,tenure
1709,10000390794,420000,2021-03-23,2021-06-29T00:00:00Z,"25 CHURCH WALK, STREATHAM, LONDON",House,N,Merton,Mitcham and Morden,LONDON,England and Wales: 1967-1975,SW16 5JH,C,B,77,90,Mid-Terrace,marketed sale,78,90,130,40,1.8,23,0.6,109,65,288,292,92,65,80,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,4,4,33,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
1710,10000560720,550000,2021-03-08,2021-06-14T00:00:00Z,"311 HILLCROSS AVENUE, MORDEN",House,N,Merton,Wimbledon,MORDEN,England and Wales: 1930-1949,SM4 4BX,C,B,69,87,Mid-Terrace,marketed sale,66,86,197,64,2.6,35,0.9,72,72,461,345,93,65,76,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,4,4,85,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, insulated at rafters",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 85% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1712,10000504452,301000,2021-01-29,2021-06-11T00:00:00Z,"97 MARTIN WAY, MORDEN",Flat,N,Merton,Wimbledon,MORDEN,England and Wales: 1900-1929,SM4 4AR,C,C,69,78,Semi-Detached,rental,67,79,222,137,2.3,39,1.4,51,51,406,250,83,84,58,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,3,3,100,0,From main system,Good,Good,(another dwelling below),Mostly double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1713,10000694513,700000,2021-02-10,2021-06-09T00:00:00Z,"75 MAYCROSS AVENUE, MORDEN",House,N,Merton,Wimbledon,MORDEN,England and Wales: 1930-1949,SM4 4DF,C,B,71,84,Semi-Detached,marketed sale,66,81,167,77,3.4,29,1.6,107,83,569,466,96,66,114,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,4,4,71,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 71% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1714,10000597389,860000,2021-01-25,2021-04-30T00:00:00Z,"4 GRANVILLE ROAD, WIMBLEDON, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1900-1929,SW19 1LR,D,B,65,82,Mid-Terrace,marketed sale,59,77,212,101,4,37,2,119,81,626,511,144,82,108,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,1,5,5,54,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 54% of fixed outlets,Good,Good,mains gas (not community),Owner-occupied
1715,10000221782,429000,2021-02-05,2021-02-22T00:00:00Z,"29 LYNDHURST AVENUE, STREATHAM, LONDON",House,N,Merton,Mitcham and Morden,LONDON,England and Wales: 1930-1949,SW16 4UG,D,B,67,87,Semi-Detached,marketed sale,63,86,215,61,3,38,0.9,75,75,507,336,98,68,78,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,5,5,83,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Poor,Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 83% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1719,10000324033,535000,2021-02-16,2021-04-29T00:00:00Z,"21 SCHOOLGATE DRIVE, MORDEN",House,N,Merton,Mitcham and Morden,MORDEN,England and Wales: 2007-2011,SM4 5BF,C,B,78,89,End-Terrace,marketed sale,76,87,115,48,2.6,20,1.1,90,90,415,370,110,67,127,off-peak 7 hour,Y,double glazing installed during or after 2002,More Than Typical,1,5,5,100,0,From main system,Good,Good,"Suspended, insulated (assumed)",Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Pitched, no insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1721,10000678888,463000,2021-01-18,2021-02-26T00:00:00Z,"65 FARADAY ROAD, WIMBLEDON, LONDON",Flat,N,Merton,Wimbledon,LONDON,England and Wales: 1930-1949,SW19 8PE,C,C,71,78,Mid-Terrace,marketed sale,71,81,212,140,1.8,37,1.2,43,43,330,219,82,83,48,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,0,2,2,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1723,10001059364,1583400,2021-06-04,2021-03-23T00:00:00Z,32 COTTENHAM PARK ROAD,House,N,Merton,Wimbledon,LONDON,England and Wales: 1930-1949,SW20 0SA,D,C,57,76,Detached,rental,46,68,164,85,6,48,3.3,95,95,889,560,159,92,126,Single,N,double glazing installed before 2002,Normal,2,6,6,93,0,From main system,Average,Average,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, oil",Average,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 93% of fixed outlets,Very Good,Very Good,oil (not community),Rented (private)
1725,10001061637,500000,2021-05-21,2021-02-12T00:00:00Z,32 WILLOWS AVENUE,House,N,Merton,Mitcham and Morden,MORDEN,England and Wales: 1930-1949,SM4 5SG,D,B,68,83,Semi-Detached,rental,62,80,183,82,3.6,32,1.7,83,83,631,482,86,57,112,Single,Y,double glazing installed during or after 2002,Normal,1,6,6,100,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1726,10000618515,712000,2021-01-25,2021-03-19T00:00:00Z,"41 GORE ROAD, RAYNES PARK, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1900-1929,SW20 8JN,C,B,73,85,Mid-Terrace,marketed sale,70,82,156,77,2.7,27,1.4,76,76,458,423,103,71,99,off-peak 10 hour,Y,double glazing installed during or after 2002,Normal,1,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1727,10000185737,395000,2021-01-26,2021-03-30T00:00:00Z,"267 ST HELIER AVENUE, MORDEN",House,N,Merton,Mitcham and Morden,MORDEN,England and Wales: 1950-1966,SM4 6JL,D,B,58,84,End-Terrace,marketed sale,52,81,284,88,4.1,50,1.3,119,67,531,408,253,78,82,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,0,4,4,22,0,"From main system, no cylinder thermostat",Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 22% of fixed outlets,Poor,Poor,mains gas (not community),Owner-occupied
1729,10000233832,961234,2021-01-19,2021-05-14T00:00:00Z,"34A SHERIDAN ROAD, MERTON PARK, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1900-1929,SW19 3HP,D,B,58,88,Semi-Detached,rental,50,87,260,54,5,46,1.1,80,81,846,354,142,84,110,off-peak 10 hour,Y,not defined,Normal,0,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1730,10000173782,267000,2021-01-27,2021-02-25T00:00:00Z,"13 DORSET ROAD, MITCHAM",Flat,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1930-1949,CR4 3ES,D,C,58,73,End-Terrace,rental,51,70,274,161,4.2,48,2.4,115,73,685,409,112,99,86,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,4,4,43,1,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 43% of fixed outlets,Average,Average,mains gas (not community),Rented (private)
1731,10000074546,352500,2021-03-11,2021-03-26T00:00:00Z,"145 SHERWOOD PARK ROAD, MITCHAM",House,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1900-1929,CR4 1NJ,D,B,64,82,Mid-Terrace,marketed sale,58,78,220,99,3.8,39,1.7,128,75,584,476,140,81,98,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,5,5,30,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Mostly double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 30% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
1733,10000370069,500000,2021-01-08,2021-02-23T00:00:00Z,"47 MEOPHAM ROAD, MITCHAM",House,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1930-1949,CR4 1BH,D,B,67,89,End-Terrace,marketed sale,63,89,211,45,3,37,0.7,67,67,542,321,79,52,82,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,0,4,4,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1734,10000342155,1250000,2021-01-12,2021-03-19T00:00:00Z,"40 BRAEMAR AVENUE, WIMBLEDON PARK, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1900-1929,SW19 8AZ,D,C,67,80,Mid-Terrace,marketed sale,55,70,171,97,5.3,36,3.2,111,112,764,640,135,85,148,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,2,6,6,86,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Partial double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 86% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1735,10000134059,260000,2021-01-19,2021-01-25T00:00:00Z,"19 TAYLOR ROAD, MITCHAM",House,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1930-1949,CR4 3JR,D,B,61,86,End-Terrace,rental,54,84,245,69,4.1,43,1.2,82,82,703,388,116,71,95,off-peak 7 hour,Y,"double glazing, unknown install date",More Than Typical,0,5,5,88,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 88% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1736,10000623983,215000,2021-01-20,2021-03-26T00:00:00Z,"42A ABOYNE DRIVE, WEST WIMBLEDON, LONDON",Flat,N,Merton,Wimbledon,LONDON,England and Wales: 1930-1949,SW20 0AL,D,C,61,71,Semi-Detached,marketed sale,56,71,310,207,2.7,55,1.8,43,43,444,280,124,126,49,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,4,4,100,1,From main system,Good,Good,(another dwelling below),Mostly double glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1737,10000132459,600000,2021-03-17,2021-06-24T00:00:00Z,"19 LIBERTY AVENUE, COLLIERS WOOD, LONDON",House,N,Merton,Mitcham and Morden,LONDON,England and Wales: 1900-1929,SW19 2QS,D,B,65,84,Mid-Terrace,marketed sale,58,81,215,81,4,38,1.5,100,80,652,448,120,71,105,off-peak 7 hour,Y,double glazing installed during or after 2002,Normal,2,6,6,75,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Flat, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1739,10001118198,412000,2021-04-22,2021-06-28T00:00:00Z,"5 BORDERGATE, MITCHAM",House,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1930-1949,CR4 3JE,F,B,22,87,Mid-Terrace,marketed sale,33,86,475,67,5.6,80,0.9,80,80,1429,324,510,68,70,Single,Y,"double glazing, unknown install date",Normal,1,4,0,62,0,"Electric immersion, standard tariff",Very Poor,Poor,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, insulated at rafters",Good,Good,No system present: electric heaters assumed,Very Poor,Poor,None,Very Poor,Very Poor,Low energy lighting in 62% of fixed outlets,Good,Good,To be used only when there is no heating/hot-water system or data is from a community network,Owner-occupied
1740,10001135268,565000,2021-04-16,2021-06-04T00:00:00Z,"54 TENNYSON AVENUE, NEW MALDEN",House,N,Merton,Wimbledon,NEW MALDEN,England and Wales: 1900-1929,KT3 6LZ,D,B,67,89,Mid-Terrace,marketed sale,64,89,207,42,2.7,37,0.6,68,68,475,292,91,64,75,Single,Y,double glazing installed during or after 2002,Normal,0,4,4,91,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 91% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1741,10000214745,1610000,2020-11-25,2021-03-10T00:00:00Z,"28 DORSET ROAD, MERTON PARK, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1930-1949,SW19 3HA,E,C,52,76,Detached,marketed sale,46,73,250,113,7.6,44,3.5,134,136,1514,880,126,84,174,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,2,8,7,73,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Partial double glazing,Poor,Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 73% of fixed outlets,Very Good,Very Good,mains gas (not community),Rented (private)
1742,10000636681,410000,2021-02-02,2021-05-27T00:00:00Z,"47 CAITHNESS ROAD, MITCHAM",House,N,Merton,Mitcham and Morden,MITCHAM,England and Wales: 1900-1929,CR4 2EY,D,B,65,85,Mid-Terrace,marketed sale,59,83,214,72,3.9,38,1.3,85,85,508,401,260,82,104,off-peak 7 hour,Y,"double glazing, unknown install date",Normal,1,6,6,92,0,"From main system, no cylinder thermostat",Average,Average,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 92% of fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1743,10000051434,780000,2021-02-04,2021-04-01T00:00:00Z,"12 CROMER ROAD, TOOTING, LONDON",House,N,Merton,Mitcham and Morden,LONDON,England and Wales: 1900-1929,SW17 9JN,D,B,61,84,Mid-Terrace,marketed sale,52,80,238,84,4.9,42,1.8,84,84,841,490,119,74,117,off-peak 10 hour,Y,"double glazing, unknown install date",Normal,1,4,4,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Flat, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),Owner-occupied
1744,10000173207,685000,2021-01-22,2021-03-26T00:00:00Z,"22 GREENWAY, RAYNES PARK, LONDON",House,N,Merton,Wimbledon,LONDON,England and Wales: 1900-1929,SW20 9BH,D,B,63,87,End-Terrace,marketed sale,57,85,230,64,4,41,1.1,122,76,627,367,137,83,98,off-peak 10 hour,Y,double glazing installed during or after 2002,Normal,0,5,5,40,0,From main system,Good,Good,"Suspended, no insulation (assumed)",Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 40% of fixed outlets,Average,Average,mains gas (not community),Owner-occupied
